node_id,timestamp,risk_score,trend,model,level
N26,1766652983.974196,2.838,0.0,linear,HIGH
N12,1766652983.974668,4.18,0.0,linear,HIGH
N10,1766653022.712558,1.815,0.0,linear,HIGH
N18,1766653022.7131698,2.248,0.0,linear,HIGH
N23,1766653022.718445,2.509,0.0,linear,HIGH
N31,1766653022.719789,2.507,0.0,linear,HIGH
N2,1766653104.735352,16.902,0.0,linear,HIGH
N41,1766653104.736046,18.915,0.0,linear,HIGH
N35,1766653104.7374258,14.566,0.0,linear,HIGH
N45,1766653104.738231,10.777,0.0,linear,HIGH
N48,1766653104.741528,8.351,0.0,linear,HIGH
N15,1766653104.74353,6.939,0.0,linear,HIGH
N33,1766653104.746131,9.361,0.0,linear,HIGH
N38,1766653104.750133,2.489,0.0,linear,HIGH
N26,1766653104.7516701,2.518,0.0,linear,HIGH
N12,1766653104.753602,3.71,0.0,linear,HIGH
N10,1766653153.061803,1.236,0.0,linear,HIGH
N18,1766653153.063076,1.531,0.0,linear,HIGH
N23,1766653153.066377,1.71,0.0,linear,HIGH
N31,1766653153.0684512,1.709,0.0,linear,HIGH
N2,1766653238.183579,10.708,0.0,linear,HIGH
N41,1766653238.184327,11.983,0.0,linear,HIGH
N35,1766653238.186128,9.227,0.0,linear,HIGH
N45,1766653238.1877592,6.828,0.0,linear,HIGH
N48,1766653238.18868,5.291,0.0,linear,HIGH
N15,1766653238.192791,4.396,0.0,linear,HIGH
N33,1766653238.193662,5.931,0.0,linear,HIGH
N38,1766653238.197227,1.577,0.0,linear,HIGH
N26,1766653238.199008,1.595,0.0,linear,HIGH
N12,1766653238.200664,2.351,0.0,linear,HIGH
N10,1766653273.904707,1.144,0.0,linear,HIGH
N18,1766653273.9052138,1.417,0.0,linear,HIGH
N23,1766653273.9088361,1.583,0.0,linear,HIGH
N31,1766653273.911148,1.581,0.0,linear,HIGH
N2,1766653361.512537,12.377,0.0,linear,HIGH
N41,1766653361.513262,13.852,0.0,linear,HIGH
N35,1766653361.513786,10.666,0.0,linear,HIGH
N45,1766653361.514401,7.892,0.0,linear,HIGH
N48,1766653361.515145,6.116,0.0,linear,HIGH
N15,1766653361.5169358,5.082,0.0,linear,HIGH
N33,1766653361.519551,6.856,0.0,linear,HIGH
N38,1766653361.5231009,1.824,0.0,linear,HIGH
N26,1766653361.525186,1.844,0.0,linear,HIGH
N12,1766653361.5264041,2.717,0.0,linear,HIGH
N10,1766653407.306533,0.992,0.0,linear,HIGH
N18,1766653407.307094,1.227,0.0,linear,HIGH
N23,1766653407.310368,1.37,0.0,linear,HIGH
N31,1766653407.3110669,1.368,0.0,linear,HIGH
N2,1766653494.9041579,10.035,0.0,linear,HIGH
N41,1766653494.904833,11.232,0.0,linear,HIGH
N35,1766653494.905462,8.649,0.0,linear,HIGH
N45,1766653494.9069371,6.399,0.0,linear,HIGH
N48,1766653494.908593,4.959,0.0,linear,HIGH
N15,1766653494.9094489,4.122,0.0,linear,HIGH
N33,1766653494.910911,5.558,0.0,linear,HIGH
N38,1766653494.91394,1.48,0.0,linear,HIGH
N26,1766653494.916049,1.496,0.0,linear,HIGH
N12,1766653494.9178681,2.204,0.0,linear,HIGH
N10,1766653527.680256,1.065,0.0,linear,HIGH
N18,1766653527.680724,1.317,0.0,linear,HIGH
N23,1766653527.683574,1.472,0.0,linear,HIGH
N31,1766653527.685956,1.468,0.0,linear,HIGH
N41,1766653795.690363,0.763,0.0,linear,HIGH
N35,1766653797.7057579,0.75,0.0,linear,HIGH
N2,1766653806.8060942,0.804,0.0006,linear,HIGH
N45,1766653807.2969751,0.773,0.0008,linear,HIGH
N33,1766653808.306474,0.802,0.001,linear,HIGH
N48,1766653809.320451,0.782,0.0009,linear,HIGH
N15,1766653809.8328042,0.752,0.0008,linear,HIGH
N12,1766653831.448065,0.757,0.0001,linear,HIGH
N38,1766653843.029717,0.751,0.0,linear,HIGH
N26,1766653844.565275,0.759,0.0,linear,HIGH
N18,1766653855.105781,0.755,0.0,linear,HIGH
N23,1766653859.165792,0.752,0.0,linear,HIGH
N31,1766653880.7759,0.753,0.0,linear,HIGH
N10,1766653895.41045,0.757,0.0,linear,HIGH
N41,1766653916.0366652,12.284,0.0,linear,HIGH
N35,1766653918.057142,10.173,0.0,linear,HIGH
N2,1766653927.121326,8.186,0.0,linear,HIGH
N45,1766653927.61781,7.252,0.0,linear,HIGH
N33,1766653928.6268191,6.585,0.0,linear,HIGH
N48,1766653929.632274,5.871,0.0,linear,HIGH
N15,1766653930.147358,5.418,0.0,linear,HIGH
N12,1766653951.812767,3.258,0.0,linear,HIGH
N38,1766653963.396383,2.464,0.0,linear,HIGH
N26,1766653964.9045372,2.265,0.0,linear,HIGH
N18,1766653975.433274,1.944,0.0,linear,HIGH
N23,1766653979.478173,1.777,0.0,linear,HIGH
N31,1766654001.131648,1.827,0.0,linear,HIGH
N10,1766654015.722228,1.867,0.0,linear,HIGH
N41,1766654036.3523,27.711,0.0,linear,HIGH
N35,1766654038.369469,22.14,0.0,linear,HIGH
N2,1766654047.435009,16.853,0.0,linear,HIGH
N45,1766654047.942048,14.803,0.0,linear,HIGH
N33,1766654048.950408,13.19,0.0,linear,HIGH
N48,1766654049.959265,11.527,0.0,linear,HIGH
N15,1766654050.460978,10.541,0.0,linear,HIGH
N12,1766654072.0997171,5.706,0.0,linear,HIGH
N38,1766654083.679949,4.26,0.0,linear,HIGH
N26,1766654085.1919832,3.88,0.0,linear,HIGH
N18,1766654095.7548769,3.352,0.0,linear,HIGH
N23,1766654099.7792928,3.027,0.0,linear,HIGH
N31,1766654121.426381,2.805,0.0,linear,HIGH
N10,1766654136.0097039,2.424,0.0,linear,HIGH
N41,1766654156.652546,31.95,0.0,linear,HIGH
N35,1766654158.658775,25.305,0.0,linear,HIGH
N2,1766654167.718234,19.376,0.0,linear,HIGH
N45,1766654168.224704,17.004,0.0,linear,HIGH
N33,1766654169.232058,15.131,0.0,linear,HIGH
N48,1766654170.239697,13.259,0.0,linear,HIGH
N15,1766654170.739317,12.156,0.0,linear,HIGH
N12,1766654192.404198,6.587,0.0,linear,HIGH
N38,1766654204.485336,4.8,0.0,linear,HIGH
N26,1766654205.4913018,4.335,0.0,linear,HIGH
N18,1766654217.074261,3.504,0.0,linear,HIGH
N23,1766654220.0983639,3.026,0.0,linear,HIGH
N31,1766654241.741493,2.614,0.0,linear,HIGH
N10,1766654256.348201,2.354,0.0,linear,HIGH
N41,1766654276.977018,33.161,0.0,linear,HIGH
N35,1766654278.99118,26.295,0.0,linear,HIGH
N2,1766654289.563122,19.713,0.0,linear,HIGH
N45,1766654289.5660229,17.29,0.0,linear,HIGH
N33,1766654289.570027,15.341,0.0,linear,HIGH
N48,1766654290.571008,13.328,0.0,linear,HIGH
N15,1766654291.0733309,12.174,0.0,linear,HIGH
N12,1766654312.719318,5.693,0.0,linear,HIGH
N38,1766654324.801395,3.995,0.0,linear,HIGH
N26,1766654325.811027,3.597,0.0,linear,HIGH
N18,1766654337.400197,2.999,0.0,linear,HIGH
N23,1766654340.4282272,2.653,0.0,linear,HIGH
N31,1766654362.0842721,2.531,0.0,linear,HIGH
N10,1766654376.7053561,2.213,0.0,linear,HIGH
N41,1766654397.3491871,27.832,0.0,linear,HIGH
N35,1766654399.3646028,21.717,0.0,linear,HIGH
N2,1766654409.94633,16.058,0.0,linear,HIGH
N45,1766654409.95037,14.084,0.0,linear,HIGH
N33,1766654409.95424,12.496,0.0,linear,HIGH
N48,1766654410.952207,10.828,0.0,linear,HIGH
N15,1766654411.465743,9.884,0.0,linear,HIGH
N12,1766654433.136964,5.25,0.0,linear,HIGH
N38,1766654445.227635,3.903,0.0,linear,HIGH
N26,1766654446.233533,3.522,0.0,linear,HIGH
N18,1766654458.928031,2.894,0.0,linear,HIGH
N23,1766654460.4404778,2.521,0.0,linear,HIGH
N31,1766654482.493034,2.128,0.0,linear,HIGH
N10,1766654497.091588,1.812,0.0,linear,HIGH
N41,1766654518.20901,25.391,0.0,linear,HIGH
N35,1766654519.718561,20.096,0.0,linear,HIGH
N2,1766654530.286162,15.568,0.0,linear,HIGH
N45,1766654530.2895281,13.654,0.0,linear,HIGH
N33,1766654530.293361,12.115,0.0,linear,HIGH
N48,1766654531.2950552,10.546,0.0,linear,HIGH
N15,1766654531.798613,9.644,0.0,linear,HIGH
N12,1766654555.6379142,4.686,0.0,linear,HIGH
N38,1766654566.54268,3.232,0.0,linear,HIGH
N26,1766654566.543204,2.93,0.0,linear,HIGH
N18,1766654579.1358669,2.332,0.0,linear,HIGH
N23,1766654580.6496918,2.025,0.0,linear,HIGH
N31,1766654602.808616,1.902,0.0,linear,HIGH
N10,1766654617.4133172,1.738,0.0,linear,HIGH
N41,1766654640.252083,22.532,0.0,linear,HIGH
N35,1766654640.2527518,17.804,0.0,linear,HIGH
N2,1766654651.10606,13.062,0.0,linear,HIGH
N45,1766654651.109241,11.456,0.0,linear,HIGH
N33,1766654651.113247,10.164,0.0,linear,HIGH
N48,1766654651.611973,8.804,0.0,linear,HIGH
N15,1766654652.121403,8.003,0.0,linear,HIGH
N12,1766654675.776721,3.969,0.0,linear,HIGH
N38,1766654687.3697972,3.002,0.0,linear,HIGH
N26,1766654687.370355,2.72,0.0,linear,HIGH
N18,1766654699.4527209,2.369,0.0,linear,HIGH
N23,1766654700.6842968,2.068,0.0,linear,HIGH
N31,1766654724.366766,1.822,0.0,linear,HIGH
N10,1766654737.717161,1.538,0.0,linear,HIGH
N41,1766654760.3987641,20.959,0.0,linear,HIGH
N35,1766654760.399373,16.561,0.0,linear,HIGH
N2,1766654771.495052,13.149,0.0,linear,HIGH
N45,1766654771.498252,11.532,0.0,linear,HIGH
N33,1766654771.50075,10.231,0.0,linear,HIGH
N48,1766654771.9987369,8.914,0.0,linear,HIGH
N15,1766654772.503003,8.149,0.0,linear,HIGH
N12,1766654796.991872,4.163,0.0,linear,HIGH
N38,1766654809.102376,2.921,0.0,linear,HIGH
N26,1766654809.102987,2.647,0.0,linear,HIGH
N18,1766654832.4846091,2.02,0.0,linear,HIGH
N23,1766654832.48823,1.764,0.0,linear,HIGH
N31,1766654844.5659788,1.618,0.0,linear,HIGH
N10,1766654857.9781492,1.512,0.0,linear,HIGH
N41,1766654881.6408808,21.457,0.0,linear,HIGH
N35,1766654881.641548,16.955,0.0,linear,HIGH
N2,1766654893.728747,12.873,0.0,linear,HIGH
N45,1766654893.730356,11.29,0.0,linear,HIGH
N48,1766654893.731939,8.716,0.0,linear,HIGH
N15,1766654893.732577,7.959,0.0,linear,HIGH
N33,1766654893.733232,10.017,0.0,linear,HIGH
N12,1766654917.017896,3.862,0.0,linear,HIGH
N38,1766654929.114262,2.766,0.0,linear,HIGH
N26,1766654929.1150231,2.507,0.0,linear,HIGH
N18,1766654952.777875,2.162,0.0,linear,HIGH
N23,1766654952.7810519,1.888,0.0,linear,HIGH
N31,1766654966.269115,1.736,0.0,linear,HIGH
N10,1766654978.359869,1.523,0.0,linear,HIGH
N41,1766655002.133286,18.562,0.0,linear,HIGH
N35,1766655002.133933,14.667,0.0,linear,HIGH
N2,1766655014.21254,10.866,0.0,linear,HIGH
N45,1766655014.2137861,9.53,0.0,linear,HIGH
N48,1766655014.216088,7.357,0.0,linear,HIGH
N15,1766655014.218187,6.718,0.0,linear,HIGH
N33,1766655014.221366,8.456,0.0,linear,HIGH
N12,1766655037.386206,3.589,0.0,linear,HIGH
N38,1766655050.886034,2.536,0.0,linear,HIGH
N26,1766655050.886604,2.299,0.0,linear,HIGH
N10,1766655099.231665,1.152,0.0,linear,HIGH
N18,1766655099.232139,1.618,0.0,linear,HIGH
N23,1766655099.233233,1.412,0.0,linear,HIGH
N31,1766655099.233618,1.296,0.0,linear,HIGH
N1,1766655102.245059,0.786,0.0031,linear,HIGH
N43,1766655102.2483552,0.795,0.0031,linear,HIGH
N29,1766655102.249813,0.779,0.0031,linear,HIGH
N32,1766655104.766859,0.791,0.0,linear,HIGH
N20,1766655105.779862,0.783,0.0,linear,HIGH
N21,1766655113.323337,0.797,0.0006,linear,HIGH
N42,1766655113.323733,0.795,0.0006,linear,HIGH
N30,1766655114.3468852,0.766,0.0008,linear,HIGH
N39,1766655115.339402,0.776,0.0007,linear,HIGH
N2,1766655207.992364,0.21,0.0535,linear,HIGH
N41,1766655207.997534,0.253,0.0437,linear,HIGH
N35,1766655207.997896,0.183,0.0315,linear,HIGH
N45,1766655208.4852679,0.21,0.0086,linear,HIGH
N48,1766655208.49884,0.199,0.0088,linear,HIGH
N33,1766655208.499284,0.22,0.0097,linear,HIGH
N1,1766655208.500111,0.36,0.081,linear,HIGH
N15,1766655208.500685,0.188,0.0047,linear,HIGH
N43,1766655208.5010052,0.401,0.0901,linear,HIGH
N32,1766655208.501211,0.264,0.0594,linear,HIGH
N29,1766655208.501445,0.503,0.1132,linear,HIGH
N20,1766655208.5016398,0.193,0.0433,linear,HIGH
N39,1766655209.0007172,0.204,0.0194,linear,HIGH
N21,1766655209.0011141,0.246,0.0234,linear,HIGH
N42,1766655209.001385,0.242,0.023,linear,HIGH
N30,1766655209.001653,0.226,0.0215,linear,HIGH
N12,1766655209.0031,0.191,0.0019,linear,HIGH
N31,1766655209.499715,0.186,0.0013,linear,HIGH
N38,1766655210.501537,0.184,0.0008,linear,HIGH
N26,1766655210.5122712,0.199,0.0009,linear,HIGH
N10,1766655211.5159109,0.195,0.0004,linear,HIGH
N18,1766655211.5162911,0.182,0.0004,linear,HIGH
N46,1766655212.023135,0.185,0.0011,linear,HIGH
N23,1766655213.017418,0.181,0.0,linear,HIGH
N9,1766655214.534875,0.18,0.0,linear,HIGH
N2,1766655238.2233138,8.144,0.0,linear,HIGH
N41,1766655238.22425,13.077,0.0,linear,HIGH
N35,1766655238.225068,9.441,0.0,linear,HIGH
N45,1766655238.722476,7.167,0.0,linear,HIGH
N48,1766655238.722985,4.235,0.0,linear,HIGH
N15,1766655238.723364,3.613,0.0,linear,HIGH
N33,1766655238.724873,4.689,0.0,linear,HIGH
N1,1766655238.735698,6.11,0.0,linear,HIGH
N43,1766655238.736789,6.799,0.0,linear,HIGH
N32,1766655238.73708,4.485,0.0,linear,HIGH
N29,1766655238.737409,8.542,0.0,linear,HIGH
N20,1766655238.737706,3.266,0.0,linear,HIGH
N2,1766655268.426715,8.364,0.0,linear,HIGH
N41,1766655268.4281201,13.445,0.0,linear,HIGH
N35,1766655268.430414,9.706,0.0,linear,HIGH
N10,1766655268.4327092,0.853,0.0,linear,HIGH
N18,1766655268.433341,0.795,0.0,linear,HIGH
N38,1766655268.433999,1.228,0.0,linear,HIGH
N26,1766655268.436671,1.181,0.0,linear,HIGH
N12,1766655268.4385989,2.458,0.0,linear,HIGH
N23,1766655268.4408908,0.652,0.0,linear,HIGH
N31,1766655268.4423082,1.653,0.0,linear,HIGH
N39,1766655268.452202,2.531,0.0,linear,HIGH
N21,1766655268.452529,3.058,0.0,linear,HIGH
N42,1766655268.4527512,3.006,0.0,linear,HIGH
N30,1766655268.452954,2.811,0.0,linear,HIGH
N9,1766655268.453453,0.519,0.0,linear,HIGH
N46,1766655268.4543412,0.758,0.0,linear,HIGH
N45,1766655268.922028,7.363,0.0,linear,HIGH
N48,1766655268.923257,4.35,0.0,linear,HIGH
N15,1766655268.9244092,3.712,0.0,linear,HIGH
N33,1766655268.9250329,4.817,0.0,linear,HIGH
N1,1766655268.934685,6.366,0.0,linear,HIGH
N43,1766655268.937124,7.083,0.0,linear,HIGH
N32,1766655268.937401,4.672,0.0,linear,HIGH
N29,1766655268.937611,8.899,0.0,linear,HIGH
N20,1766655268.937872,3.402,0.0,linear,HIGH
N2,1766655298.6404932,14.905,0.0,linear,HIGH
N41,1766655298.641302,23.968,0.0,linear,HIGH
N35,1766655298.6429281,17.302,0.0,linear,HIGH
N10,1766655298.646208,1.52,0.0,linear,HIGH
N18,1766655298.646703,1.416,0.0,linear,HIGH
N38,1766655298.6484962,2.189,0.0,linear,HIGH
N26,1766655298.649507,2.105,0.0,linear,HIGH
N12,1766655298.651121,4.382,0.0,linear,HIGH
N23,1766655298.652609,1.161,0.0,linear,HIGH
N31,1766655298.6540852,2.948,0.0,linear,HIGH
N39,1766655298.661762,4.501,0.0,linear,HIGH
N21,1766655298.663347,5.438,0.0,linear,HIGH
N42,1766655298.66375,5.345,0.0,linear,HIGH
N30,1766655298.667117,4.998,0.0,linear,HIGH
N9,1766655298.668809,0.923,0.0,linear,HIGH
N46,1766655298.6705222,1.348,0.0,linear,HIGH
N45,1766655299.135466,12.853,0.0,linear,HIGH
N48,1766655299.136597,7.594,0.0,linear,HIGH
N15,1766655299.138217,6.48,0.0,linear,HIGH
N33,1766655299.141506,8.409,0.0,linear,HIGH
N1,1766655299.150212,10.983,0.0,linear,HIGH
N43,1766655299.1527412,12.221,0.0,linear,HIGH
N32,1766655299.1532679,8.061,0.0,linear,HIGH
N29,1766655299.1535392,15.354,0.0,linear,HIGH
N20,1766655299.154006,5.87,0.0,linear,HIGH
N2,1766655353.520493,11.415,0.0,linear,HIGH
N41,1766655353.5220082,18.438,0.0,linear,HIGH
N35,1766655353.525218,13.31,0.0,linear,HIGH
N45,1766655353.5289779,9.902,0.0,linear,HIGH
N48,1766655353.529997,5.85,0.0,linear,HIGH
N15,1766655353.530785,4.993,0.0,linear,HIGH
N33,1766655353.53153,6.479,0.0,linear,HIGH
N10,1766655353.5321112,1.164,0.0,linear,HIGH
N18,1766655353.5336452,1.084,0.0,linear,HIGH
N38,1766655353.535414,1.677,0.0,linear,HIGH
N26,1766655353.53755,1.613,0.0,linear,HIGH
N12,1766655353.5382779,3.378,0.0,linear,HIGH
N23,1766655353.538937,0.889,0.0,linear,HIGH
N31,1766655353.539424,2.279,0.0,linear,HIGH
N1,1766655353.547313,8.574,0.0,linear,HIGH
N43,1766655353.5484002,9.539,0.0,linear,HIGH
N32,1766655353.5486999,6.292,0.0,linear,HIGH
N29,1766655353.548963,11.985,0.0,linear,HIGH
N20,1766655353.549164,4.582,0.0,linear,HIGH
N39,1766655353.550178,3.491,0.0,linear,HIGH
N21,1766655353.551199,4.217,0.0,linear,HIGH
N42,1766655353.5519629,4.145,0.0,linear,HIGH
N30,1766655353.55232,3.876,0.0,linear,HIGH
N9,1766655353.5530539,0.716,0.0,linear,HIGH
N46,1766655353.554063,1.046,0.0,linear,HIGH
N2,1766655383.7484229,12.85,0.0,linear,HIGH
N41,1766655383.749102,20.735,0.0,linear,HIGH
N35,1766655383.7518148,14.968,0.0,linear,HIGH
N45,1766655383.753839,11.138,0.0,linear,HIGH
N48,1766655383.756222,6.581,0.0,linear,HIGH
N15,1766655383.757214,5.616,0.0,linear,HIGH
N33,1766655383.760625,7.287,0.0,linear,HIGH
N10,1766655383.7633688,1.311,0.0,linear,HIGH
N18,1766655383.765221,1.221,0.0,linear,HIGH
N38,1766655383.766057,1.888,0.0,linear,HIGH
N26,1766655383.767884,1.815,0.0,linear,HIGH
N12,1766655383.769585,3.797,0.0,linear,HIGH
N23,1766655383.7714229,1.001,0.0,linear,HIGH
N31,1766655383.77191,2.56,0.0,linear,HIGH
N1,1766655383.781827,9.666,0.0,linear,HIGH
N43,1766655383.784383,10.754,0.0,linear,HIGH
N32,1766655383.785629,7.093,0.0,linear,HIGH
N29,1766655383.7875478,13.511,0.0001,linear,HIGH
N20,1766655383.7882812,5.165,0.0,linear,HIGH
N39,1766655383.7895129,3.935,0.0,linear,HIGH
N21,1766655383.790617,4.754,0.0,linear,HIGH
N42,1766655383.7912781,4.673,0.0,linear,HIGH
N30,1766655383.792599,4.37,0.0,linear,HIGH
N9,1766655383.7934568,0.807,0.0,linear,HIGH
N46,1766655383.793771,1.179,0.0,linear,HIGH
N2,1766655438.13412,11.607,0.0,linear,HIGH
N41,1766655438.134819,18.717,0.0,linear,HIGH
N35,1766655438.135395,13.511,0.0,linear,HIGH
N45,1766655438.136192,10.056,0.0,linear,HIGH
N48,1766655438.136993,5.941,0.0,linear,HIGH
N15,1766655438.1376798,5.07,0.0,linear,HIGH
N33,1766655438.138408,6.579,0.0,linear,HIGH
N10,1766655438.140335,1.183,0.0,linear,HIGH
N18,1766655438.1425111,1.102,0.0,linear,HIGH
N38,1766655438.143426,1.705,0.0,linear,HIGH
N26,1766655438.144133,1.639,0.0,linear,HIGH
N12,1766655438.146158,3.427,0.0,linear,HIGH
N23,1766655438.14907,0.904,0.0,linear,HIGH
N31,1766655438.151169,2.309,0.0,linear,HIGH
N1,1766655438.161506,8.653,0.0,linear,HIGH
N43,1766655438.163938,9.628,0.0,linear,HIGH
N32,1766655438.164337,6.351,0.0,linear,HIGH
N29,1766655438.165461,12.096,0.0,linear,HIGH
N20,1766655438.1667771,4.624,0.0,linear,HIGH
N39,1766655438.167242,3.523,0.0,linear,HIGH
N21,1766655438.167549,4.256,0.0,linear,HIGH
N42,1766655438.167933,4.184,0.0,linear,HIGH
N30,1766655438.1684449,3.912,0.0,linear,HIGH
N9,1766655438.169503,0.722,0.0,linear,HIGH
N46,1766655438.169794,1.055,0.0,linear,HIGH
N2,1766655468.3177469,14.007,0.0001,linear,HIGH
N41,1766655468.318557,22.492,0.0,linear,HIGH
N35,1766655468.319306,16.235,0.0,linear,HIGH
N45,1766655468.320912,12.097,0.0,linear,HIGH
N48,1766655468.321484,7.147,0.0,linear,HIGH
N15,1766655468.324426,6.099,0.0,linear,HIGH
N33,1766655468.326195,7.913,0.0,linear,HIGH
