node_id,timestamp,risk_score,trend,model,level
N15,1766652512.644313,12.879,0.0,centrality,HIGH
N12,1766652512.651086,8.935,0.0,centrality,HIGH
N26,1766652519.180037,4.933,0.0,centrality,HIGH
N38,1766652520.190325,4.846,0.0,centrality,HIGH
N10,1766652532.825218,4.17,0.0,centrality,HIGH
N18,1766652532.8259149,4.223,0.0,centrality,HIGH
N23,1766652532.8307981,4.466,0.0,centrality,HIGH
N31,1766652532.832135,4.416,0.0,centrality,HIGH
N2,1766652597.760522,28.706,0.0,centrality,HIGH
N41,1766652597.761274,40.307,0.0,centrality,HIGH
N35,1766652597.764199,28.926,0.0,centrality,HIGH
N45,1766652597.767561,24.848,0.0,centrality,HIGH
N33,1766652597.7722921,19.115,0.0,centrality,HIGH
N48,1766652646.076848,15.541,0.0,centrality,HIGH
N15,1766652646.0786471,10.964,0.0,centrality,HIGH
N38,1766652646.082697,3.963,0.0,centrality,HIGH
N26,1766652646.0838149,4.055,0.0,centrality,HIGH
N12,1766652646.084476,7.607,0.0,centrality,HIGH
N10,1766652653.1406841,3.418,0.0,centrality,HIGH
N18,1766652653.141748,3.461,0.0,centrality,HIGH
N23,1766652653.146261,3.661,0.0,centrality,HIGH
N31,1766652653.147278,3.62,0.0,centrality,HIGH
N2,1766652730.668243,23.615,0.0,centrality,HIGH
N41,1766652730.668863,33.159,0.0,centrality,HIGH
N35,1766652730.66934,23.796,0.0,centrality,HIGH
N45,1766652730.670686,20.441,0.0,centrality,HIGH
N33,1766652730.675201,15.726,0.0,centrality,HIGH
N48,1766652766.9319801,14.421,0.0,centrality,HIGH
N15,1766652766.932576,10.174,0.0,centrality,HIGH
N38,1766652766.939339,3.678,0.0,centrality,HIGH
N26,1766652766.940064,3.765,0.0,centrality,HIGH
N12,1766652766.942019,7.059,0.0,centrality,HIGH
N10,1766652773.486156,3.346,0.0,centrality,HIGH
N18,1766652773.486884,3.387,0.0,centrality,HIGH
N23,1766652773.4904242,3.583,0.0,centrality,HIGH
N31,1766652773.491592,3.544,0.0,centrality,HIGH
N2,1766652851.0202801,21.992,0.0,centrality,HIGH
N41,1766652851.021064,30.879,0.0,centrality,HIGH
N35,1766652851.0242188,22.16,0.0,centrality,HIGH
N45,1766652851.0264268,19.036,0.0,centrality,HIGH
N33,1766652851.0303922,14.645,0.0,centrality,HIGH
N48,1766652902.389195,11.123,0.0,centrality,HIGH
N15,1766652902.389791,7.846,0.0,centrality,HIGH
N10,1766652902.39064,2.482,0.0,centrality,HIGH
N18,1766652902.391063,2.512,0.0,centrality,HIGH
N38,1766652902.391496,2.837,0.0,centrality,HIGH
N26,1766652902.3930318,2.905,0.0,centrality,HIGH
N12,1766652902.3936708,5.444,0.0,centrality,HIGH
N23,1766652902.394454,2.659,0.0,centrality,HIGH
N31,1766652902.3978791,2.629,0.0,centrality,HIGH
N2,1766652983.956789,17.206,0.0,centrality,HIGH
N41,1766652983.9575,24.158,0.0,centrality,HIGH
N35,1766652983.959695,17.336,0.0,centrality,HIGH
N45,1766652983.961262,14.892,0.0,centrality,HIGH
N33,1766652983.964324,11.457,0.0,centrality,HIGH
N48,1766653022.711859,10.592,0.0,centrality,HIGH
N15,1766653022.7124329,7.472,0.0,centrality,HIGH
N10,1766653022.7132611,2.364,0.0,centrality,HIGH
N18,1766653022.71582,2.392,0.0,centrality,HIGH
N38,1766653022.71838,2.702,0.0,centrality,HIGH
N26,1766653022.719052,2.766,0.0,centrality,HIGH
N12,1766653022.719512,5.185,0.0,centrality,HIGH
N23,1766653022.7210429,2.533,0.0,centrality,HIGH
N31,1766653022.723596,2.504,0.0,centrality,HIGH
N2,1766653104.7355158,15.27,0.0,centrality,HIGH
N41,1766653104.736829,21.439,0.0,centrality,HIGH
N35,1766653104.7376692,15.385,0.0,centrality,HIGH
N45,1766653104.740427,13.217,0.0,centrality,HIGH
N33,1766653104.744145,10.168,0.0,centrality,HIGH
N48,1766653153.060995,7.218,0.0,centrality,HIGH
N15,1766653153.061551,5.092,0.0,centrality,HIGH
N10,1766653153.06235,1.611,0.0,centrality,HIGH
N18,1766653153.0628219,1.631,0.0,centrality,HIGH
N38,1766653153.063248,1.841,0.0,centrality,HIGH
N26,1766653153.064992,1.885,0.0,centrality,HIGH
N12,1766653153.066682,3.533,0.0,centrality,HIGH
N23,1766653153.068966,1.724,0.0,centrality,HIGH
N31,1766653153.071869,1.707,0.0,centrality,HIGH
N2,1766653238.18457,9.675,0.0,centrality,HIGH
N41,1766653238.18545,13.583,0.0,centrality,HIGH
N35,1766653238.1862621,9.748,0.0,centrality,HIGH
N45,1766653238.1886878,8.373,0.0,centrality,HIGH
N33,1766653238.1914291,6.442,0.0,centrality,HIGH
N48,1766653273.903865,6.681,0.0,centrality,HIGH
N15,1766653273.904524,4.714,0.0,centrality,HIGH
N10,1766653273.9052212,1.491,0.0,centrality,HIGH
N18,1766653273.905629,1.51,0.0,centrality,HIGH
N38,1766653273.906017,1.704,0.0,centrality,HIGH
N26,1766653273.906433,1.744,0.0,centrality,HIGH
N12,1766653273.908957,3.271,0.0,centrality,HIGH
N23,1766653273.910966,1.596,0.0,centrality,HIGH
N31,1766653273.9130418,1.579,0.0,centrality,HIGH
N2,1766653361.5117261,11.183,0.0,centrality,HIGH
N41,1766653361.512543,15.7,0.0,centrality,HIGH
N35,1766653361.515043,11.268,0.0,centrality,HIGH
N45,1766653361.5175538,9.677,0.0,centrality,HIGH
N33,1766653361.522188,7.447,0.0,centrality,HIGH
N48,1766653407.305849,5.784,0.0,centrality,HIGH
N15,1766653407.3070312,4.081,0.0,centrality,HIGH
N10,1766653407.309697,1.291,0.0,centrality,HIGH
N18,1766653407.3119712,1.307,0.0,centrality,HIGH
N38,1766653407.312971,1.475,0.0,centrality,HIGH
N26,1766653407.3144262,1.509,0.0,centrality,HIGH
N12,1766653407.3154829,2.833,0.0,centrality,HIGH
N23,1766653407.316213,1.383,0.0,centrality,HIGH
N31,1766653407.318541,1.366,0.0,centrality,HIGH
N2,1766653494.904383,9.067,0.0,centrality,HIGH
N41,1766653494.905132,12.73,0.0,centrality,HIGH
N35,1766653494.905817,9.136,0.0,centrality,HIGH
N45,1766653494.90915,7.847,0.0,centrality,HIGH
N33,1766653494.912758,6.038,0.0,centrality,HIGH
N48,1766653527.67954,6.209,0.0,centrality,HIGH
N15,1766653527.680107,4.381,0.0,centrality,HIGH
N10,1766653527.6807702,1.387,0.0,centrality,HIGH
N18,1766653527.683101,1.402,0.0,centrality,HIGH
N38,1766653527.68533,1.583,0.0,centrality,HIGH
N26,1766653527.688042,1.62,0.0,centrality,HIGH
N12,1766653527.690135,3.04,0.0,centrality,HIGH
N23,1766653527.690847,1.484,0.0,centrality,HIGH
N31,1766653527.691309,1.467,0.0,centrality,HIGH
N41,1766653806.806262,0.841,0.0038,centrality,HIGH
N2,1766653807.81146,0.789,0.0039,centrality,HIGH
N35,1766653807.812265,0.795,0.0039,centrality,HIGH
N45,1766653808.306197,0.76,0.0035,centrality,HIGH
N33,1766653810.3381178,0.795,0.0023,centrality,HIGH
N48,1766653810.8325381,0.77,0.002,centrality,HIGH
N15,1766653819.891959,0.758,0.0006,centrality,HIGH
N12,1766653831.463121,0.77,0.0001,centrality,HIGH
N26,1766653854.1315148,0.757,0.0,centrality,HIGH
N38,1766653854.632803,0.755,0.0,centrality,HIGH
N23,1766653856.123017,0.752,0.0,centrality,HIGH
N31,1766653856.15247,0.751,0.0,centrality,HIGH
N18,1766653857.6494699,0.751,0.0,centrality,HIGH
N10,1766653858.154936,0.75,0.0,centrality,HIGH
N41,1766653927.121757,13.537,0.0,centrality,HIGH
N2,1766653928.122315,9.854,0.0,centrality,HIGH
N35,1766653928.123174,9.93,0.0,centrality,HIGH
N45,1766653928.626154,8.635,0.0,centrality,HIGH
N33,1766653930.634706,6.953,0.0,centrality,HIGH
N48,1766653931.139727,6.34,0.0,centrality,HIGH
N15,1766653940.1934662,4.735,0.0,centrality,HIGH
N12,1766653951.812514,3.595,0.0,centrality,HIGH
N26,1766653974.4275699,2.083,0.0,centrality,HIGH
N38,1766653974.930166,2.046,0.0,centrality,HIGH
N23,1766653976.443838,1.952,0.0,centrality,HIGH
N31,1766653976.4456031,1.928,0.0,centrality,HIGH
N18,1766653977.9684339,1.877,0.0,centrality,HIGH
N10,1766653978.459198,1.864,0.0,centrality,HIGH
N41,1766654047.4354382,28.441,0.0,centrality,HIGH
N2,1766654048.44277,20.325,0.0,centrality,HIGH
N35,1766654048.443831,20.481,0.0,centrality,HIGH
N45,1766654048.949455,17.633,0.0,centrality,HIGH
N33,1766654050.965038,13.659,0.0,centrality,HIGH
N48,1766654051.467934,12.336,0.0,centrality,HIGH
N15,1766654060.521444,8.811,0.0,centrality,HIGH
N12,1766654072.099544,6.383,0.0,centrality,HIGH
N26,1766654094.747822,3.731,0.0,centrality,HIGH
N38,1766654095.246028,3.646,0.0,centrality,HIGH
N23,1766654096.763909,3.433,0.0,centrality,HIGH
N31,1766654096.76457,3.391,0.0,centrality,HIGH
N18,1766654098.268348,3.291,0.0,centrality,HIGH
N10,1766654098.770006,3.267,0.0,centrality,HIGH
N41,1766654167.717639,33.324,0.0,centrality,HIGH
N2,1766654168.725794,23.766,0.0,centrality,HIGH
N35,1766654168.728235,23.949,0.0,centrality,HIGH
N45,1766654169.228492,20.615,0.0,centrality,HIGH
N33,1766654171.241785,16.108,0.0,centrality,HIGH
N48,1766654171.743537,14.609,0.0,centrality,HIGH
N15,1766654180.816871,10.486,0.0,centrality,HIGH
N12,1766654192.4039109,7.499,0.0,centrality,HIGH
N38,1766654217.074564,3.812,0.0,centrality,HIGH
N26,1766654217.0752451,3.903,0.0,centrality,HIGH
N23,1766654217.0763562,3.574,0.0,centrality,HIGH
N31,1766654217.0791402,3.532,0.0,centrality,HIGH
N18,1766654218.592555,3.356,0.0,centrality,HIGH
N10,1766654219.090538,3.309,0.0,centrality,HIGH
N2,1766654289.562918,24.144,0.0,centrality,HIGH
N41,1766654289.5637891,33.902,0.0,centrality,HIGH
N35,1766654289.567039,24.331,0.0,centrality,HIGH
N45,1766654289.567903,20.9,0.0,centrality,HIGH
N33,1766654291.574131,16.046,0.0,centrality,HIGH
N48,1766654292.075486,14.467,0.0,centrality,HIGH
N15,1766654301.6364381,9.85,0.0,centrality,HIGH
N12,1766654312.719357,6.481,0.0,centrality,HIGH
N38,1766654337.400007,3.263,0.0,centrality,HIGH
N26,1766654337.4005592,3.341,0.0,centrality,HIGH
N23,1766654337.404311,3.059,0.0,centrality,HIGH
N31,1766654337.4052942,3.025,0.0,centrality,HIGH
N18,1766654338.9169972,2.894,0.0,centrality,HIGH
N10,1766654339.420227,2.869,0.0,centrality,HIGH
N2,1766654409.949196,19.668,0.0,centrality,HIGH
N41,1766654409.9503691,27.616,0.0,centrality,HIGH
N35,1766654409.95266,19.819,0.0,centrality,HIGH
N45,1766654409.954566,17.025,0.0,centrality,HIGH
N33,1766654411.965617,13.04,0.0,centrality,HIGH
N48,1766654412.464386,11.768,0.0,centrality,HIGH
N15,1766654422.0464609,8.335,0.0,centrality,HIGH
N12,1766654433.136414,5.976,0.0,centrality,HIGH
N18,1766654458.9280498,2.79,0.0,centrality,HIGH
N38,1766654458.928586,3.149,0.0,centrality,HIGH
N26,1766654458.9290938,3.222,0.0,centrality,HIGH
N23,1766654458.929993,2.952,0.0,centrality,HIGH
N31,1766654458.933293,2.919,0.0,centrality,HIGH
N10,1766654459.434734,2.751,0.0,centrality,HIGH
N2,1766654530.286187,19.068,0.0,centrality,HIGH
N41,1766654530.2869928,26.775,0.0,centrality,HIGH
N35,1766654530.2888992,19.215,0.0,centrality,HIGH
N45,1766654530.291799,16.506,0.0,centrality,HIGH
N33,1766654532.300669,12.765,0.0,centrality,HIGH
N48,1766654532.806603,11.568,0.0,centrality,HIGH
N15,1766654543.5269399,8.049,0.0,centrality,HIGH
N12,1766654555.6380029,5.335,0.0,centrality,HIGH
N18,1766654579.135937,2.247,0.0,centrality,HIGH
N38,1766654579.136479,2.536,0.0,centrality,HIGH
N26,1766654579.138273,2.596,0.0,centrality,HIGH
N23,1766654579.140836,2.378,0.0,centrality,HIGH
N31,1766654579.1436741,2.352,0.0,centrality,HIGH
N10,1766654579.642546,2.211,0.0,centrality,HIGH
N2,1766654651.105978,15.998,0.0,centrality,HIGH
N41,1766654651.1068008,22.464,0.0,centrality,HIGH
N35,1766654651.11041,16.122,0.0,centrality,HIGH
N45,1766654651.113319,13.849,0.0,centrality,HIGH
N33,1766654652.6196501,10.519,0.0,centrality,HIGH
N48,1766654653.123192,9.48,0.0,centrality,HIGH
N15,1766654663.705086,6.517,0.0,centrality,HIGH
N12,1766654675.776643,4.519,0.0,centrality,HIGH
N18,1766654699.4528708,2.283,0.0,centrality,HIGH
N38,1766654699.4534268,2.578,0.0,centrality,HIGH
N26,1766654699.454987,2.638,0.0,centrality,HIGH
N23,1766654699.459082,2.416,0.0,centrality,HIGH
N31,1766654699.4598799,2.389,0.0,centrality,HIGH
N10,1766654699.95513,2.251,0.0,centrality,HIGH
N2,1766654771.4952881,16.104,0.0,centrality,HIGH
N41,1766654771.4962409,22.611,0.0,centrality,HIGH
N35,1766654771.498207,16.228,0.0,centrality,HIGH
N45,1766654771.501778,13.94,0.0,centrality,HIGH
N33,1766654772.7893,10.723,0.0,centrality,HIGH
N48,1766654773.2986,9.712,0.0,centrality,HIGH
N15,1766654784.890696,6.985,0.0,centrality,HIGH
N12,1766654796.9921448,4.74,0.0,centrality,HIGH
N10,1766654832.484413,1.923,0.0,centrality,HIGH
N18,1766654832.485981,1.946,0.0,centrality,HIGH
N38,1766654832.488048,2.198,0.0,centrality,HIGH
N26,1766654832.489242,2.249,0.0,centrality,HIGH
N23,1766654832.492936,2.06,0.0,centrality,HIGH
N31,1766654832.494333,2.036,0.0,centrality,HIGH
N2,1766654893.7279308,15.767,0.0,centrality,HIGH
N41,1766654893.7290082,22.138,0.0,centrality,HIGH
N35,1766654893.7295942,15.887,0.0,centrality,HIGH
N45,1766654893.732991,13.647,0.0,centrality,HIGH
N48,1766654893.734076,9.479,0.0,centrality,HIGH
N33,1766654893.736667,10.499,0.0,centrality,HIGH
N15,1766654904.920201,6.558,0.0,centrality,HIGH
N12,1766654917.017039,4.396,0.0,centrality,HIGH
N10,1766654952.7772732,2.058,0.0,centrality,HIGH
N18,1766654952.7778811,2.083,0.0,centrality,HIGH
N38,1766654952.778473,2.352,0.0,centrality,HIGH
N26,1766654952.779212,2.408,0.0,centrality,HIGH
N23,1766654952.7801101,2.205,0.0,centrality,HIGH
N31,1766654952.781804,2.18,0.0,centrality,HIGH
N2,1766655014.211911,13.308,0.0,centrality,HIGH
N41,1766655014.2126238,18.687,0.0,centrality,HIGH
N35,1766655014.21393,13.41,0.0,centrality,HIGH
N45,1766655014.2161899,11.519,0.0,centrality,HIGH
N48,1766655014.218775,8.001,0.0,centrality,HIGH
N33,1766655014.221514,8.863,0.0,centrality,HIGH
N15,1766655025.302128,5.81,0.0,centrality,HIGH
N12,1766655037.386955,4.087,0.0,centrality,HIGH
N10,1766655099.2314491,1.539,0.0,centrality,HIGH
N18,1766655099.232002,1.56,0.0,centrality,HIGH
N38,1766655099.2325041,1.759,0.0,centrality,HIGH
N26,1766655099.232907,1.802,0.0,centrality,HIGH
N23,1766655099.2344809,1.648,0.0,centrality,HIGH
N31,1766655099.235498,1.631,0.0,centrality,HIGH
N29,1766655101.746468,0.892,0.0123,centrality,HIGH
N43,1766655102.249536,0.766,0.003,centrality,HIGH
N1,1766655102.753383,0.818,0.0007,centrality,HIGH
N32,1766655104.766763,0.752,0.0,centrality,HIGH
N20,1766655111.3167338,0.753,0.0,centrality,HIGH
N42,1766655111.8250859,0.824,0.0,centrality,HIGH
N21,1766655112.832255,0.828,0.0002,centrality,HIGH
N30,1766655112.8337002,0.828,0.0002,centrality,HIGH
N39,1766655114.3484192,0.787,0.0008,centrality,HIGH
N2,1766655135.4793081,17.067,0.0001,centrality,HIGH
N41,1766655135.48065,26.965,0.0001,centrality,HIGH
N35,1766655135.482757,19.351,0.0001,centrality,HIGH
N45,1766655135.4834251,16.067,0.0001,centrality,HIGH
N48,1766655135.483861,11.16,0.0,centrality,HIGH
N33,1766655135.4855301,12.361,0.0,centrality,HIGH
N46,1766655138.523565,0.754,0.0001,centrality,HIGH
N15,1766655147.5600069,8.736,0.0,centrality,HIGH
N9,1766655151.607011,0.75,0.0,centrality,HIGH
N12,1766655183.8235369,6.548,0.0,centrality,HIGH
N2,1766655232.1694221,0.188,0.0502,centrality,HIGH
N41,1766655232.174616,0.258,0.0473,centrality,HIGH
N35,1766655232.1750112,0.185,0.034,centrality,HIGH
N45,1766655232.1770082,0.181,0.0135,centrality,HIGH
N48,1766655232.6756852,0.259,0.0119,centrality,HIGH
N15,1766655232.6760561,0.183,0.0084,centrality,HIGH
N33,1766655232.676383,0.287,0.0132,centrality,HIGH
N1,1766655232.678449,0.326,0.0762,centrality,HIGH
N43,1766655232.679877,0.342,0.0798,centrality,HIGH
N32,1766655232.68079,0.229,0.0534,centrality,HIGH
N29,1766655232.681289,0.447,0.1044,centrality,HIGH
N12,1766655233.17755,0.181,0.0033,centrality,HIGH
N20,1766655233.180403,0.271,0.0302,centrality,HIGH
N21,1766655233.1808178,0.223,0.0249,centrality,HIGH
N42,1766655233.181089,0.268,0.03,centrality,HIGH
N30,1766655233.181321,0.223,0.0249,centrality,HIGH
N39,1766655233.6830459,0.225,0.0133,centrality,HIGH
N31,1766655233.684553,0.188,0.0017,centrality,HIGH
N26,1766655234.1885319,0.18,0.0017,centrality,HIGH
N38,1766655234.689712,0.191,0.0013,centrality,HIGH
N23,1766655234.693794,0.183,0.0006,centrality,HIGH
N18,1766655235.196301,0.181,0.0003,centrality,HIGH
N10,1766655235.1987278,0.2,0.0004,centrality,HIGH
N46,1766655236.719904,0.183,0.0002,centrality,HIGH
N9,1766655238.736054,0.182,0.0,centrality,HIGH
N2,1766655268.426686,2.453,0.0,centrality,HIGH
N41,1766655268.4282281,4.565,0.0,centrality,HIGH
N35,1766655268.429158,3.276,0.0,centrality,HIGH
N45,1766655268.430123,2.607,0.0,centrality,HIGH
N48,1766655268.430932,1.81,0.0,centrality,HIGH
N15,1766655268.4321191,1.277,0.0,centrality,HIGH
N33,1766655268.435201,2.006,0.0,centrality,HIGH
N10,1766655268.4372292,0.329,0.0,centrality,HIGH
N18,1766655268.43892,0.333,0.0,centrality,HIGH
N38,1766655268.440435,0.376,0.0,centrality,HIGH
N26,1766655268.443053,0.385,0.0,centrality,HIGH
N12,1766655268.4448068,1.021,0.0,centrality,HIGH
N23,1766655268.446482,0.353,0.0,centrality,HIGH
N31,1766655268.447037,0.56,0.0,centrality,HIGH
N1,1766655268.45315,1.925,0.0,centrality,HIGH
N43,1766655268.454056,2.018,0.0,centrality,HIGH
N32,1766655268.4543622,1.35,0.0,centrality,HIGH
N29,1766655268.454611,2.638,0.0,centrality,HIGH
N20,1766655268.4548411,1.056,0.0,centrality,HIGH
N39,1766655268.455245,0.658,0.0,centrality,HIGH
N21,1766655268.4559,0.87,0.0,centrality,HIGH
N42,1766655268.4575832,1.047,0.0,centrality,HIGH
N30,1766655268.4582348,0.87,0.0,centrality,HIGH
N46,1766655268.459393,0.249,0.0,centrality,HIGH
N9,1766655268.9325728,0.207,0.0,centrality,HIGH
N2,1766655298.631072,9.428,0.0,centrality,HIGH
N41,1766655298.631718,17.525,0.0,centrality,HIGH
N35,1766655298.632391,12.577,0.0,centrality,HIGH
N45,1766655298.633255,10.01,0.0,centrality,HIGH
N48,1766655298.635529,6.953,0.0,centrality,HIGH
N15,1766655298.6365361,4.905,0.0,centrality,HIGH
N33,1766655298.637399,7.702,0.0,centrality,HIGH
N10,1766655298.6393878,1.266,0.0,centrality,HIGH
N18,1766655298.640109,1.281,0.0,centrality,HIGH
N38,1766655298.6405928,1.445,0.0,centrality,HIGH
N26,1766655298.64147,1.48,0.0,centrality,HIGH
N12,1766655298.6420102,3.919,0.0,centrality,HIGH
N23,1766655298.642464,1.356,0.0,centrality,HIGH
N31,1766655298.643008,2.148,0.0,centrality,HIGH
N1,1766655298.653836,7.101,0.0,centrality,HIGH
N43,1766655298.655274,7.445,0.0,centrality,HIGH
N32,1766655298.655592,4.98,0.0,centrality,HIGH
N29,1766655298.656678,9.731,0.0,centrality,HIGH
N20,1766655298.658037,3.897,0.0,centrality,HIGH
N39,1766655298.659988,2.429,0.0,centrality,HIGH
N21,1766655298.661534,3.21,0.0,centrality,HIGH
N42,1766655298.661974,3.861,0.0,centrality,HIGH
N30,1766655298.662385,3.21,0.0,centrality,HIGH
N46,1766655298.663476,0.918,0.0,centrality,HIGH
N9,1766655299.144882,0.718,0.0,centrality,HIGH
N2,1766655353.520461,11.433,0.0,centrality,HIGH
N41,1766655353.5219772,21.32,0.0,centrality,HIGH
N35,1766655353.524178,15.3,0.0,centrality,HIGH
N45,1766655353.527476,12.169,0.0,centrality,HIGH
N48,1766655353.528785,8.452,0.0,centrality,HIGH
N15,1766655353.529786,5.963,0.0,centrality,HIGH
N33,1766655353.530596,9.362,0.0,centrality,HIGH
N10,1766655353.532897,1.535,0.0,centrality,HIGH
N18,1766655353.5344572,1.553,0.0,centrality,HIGH
N38,1766655353.53619,1.753,0.0,centrality,HIGH
N26,1766655353.5369148,1.795,0.0,centrality,HIGH
N12,1766655353.537769,4.77,0.0,centrality,HIGH
N23,1766655353.538473,1.643,0.0,centrality,HIGH
N31,1766655353.540106,2.618,0.0,centrality,HIGH
N1,1766655353.5481348,8.604,0.0,centrality,HIGH
N43,1766655353.549304,9.02,0.0,centrality,HIGH
N32,1766655353.54963,6.034,0.0,centrality,HIGH
N29,1766655353.549859,11.79,0.0,centrality,HIGH
N20,1766655353.550092,4.722,0.0,centrality,HIGH
N39,1766655353.550304,2.943,0.0,centrality,HIGH
N21,1766655353.550611,3.889,0.0,centrality,HIGH
N42,1766655353.550893,4.679,0.0,centrality,HIGH
N30,1766655353.5512488,3.889,0.0,centrality,HIGH
N9,1766655353.5521338,0.859,0.0,centrality,HIGH
N46,1766655353.5523598,1.113,0.0,centrality,HIGH
N2,1766655383.748204,12.872,0.0,centrality,HIGH
N41,1766655383.749156,23.975,0.0,centrality,HIGH
N35,1766655383.753637,17.207,0.0,centrality,HIGH
N45,1766655383.7544498,13.688,0.0,centrality,HIGH
N48,1766655383.75525,9.507,0.0,centrality,HIGH
N15,1766655383.756317,6.707,0.0,centrality,HIGH
N33,1766655383.7571998,10.531,0.0,centrality,HIGH
N10,1766655383.758118,1.727,0.0,centrality,HIGH
N18,1766655383.7590039,1.749,0.0,centrality,HIGH
N38,1766655383.759715,1.974,0.0,centrality,HIGH
N26,1766655383.76191,2.02,0.0,centrality,HIGH
N12,1766655383.763253,5.363,0.0,centrality,HIGH
N23,1766655383.764995,1.85,0.0,centrality,HIGH
N31,1766655383.765595,2.943,0.0,centrality,HIGH
N1,1766655383.776429,9.7,0.0,centrality,HIGH
N43,1766655383.7792609,10.169,0.0,centrality,HIGH
N32,1766655383.78027,6.803,0.0,centrality,HIGH
N29,1766655383.780709,13.292,0.0001,centrality,HIGH
N20,1766655383.780994,5.324,0.0,centrality,HIGH
N39,1766655383.78126,3.318,0.0,centrality,HIGH
N21,1766655383.7818282,4.385,0.0,centrality,HIGH
N42,1766655383.7823071,5.275,0.0,centrality,HIGH
N30,1766655383.782686,4.385,0.0,centrality,HIGH
N9,1766655383.784647,0.969,0.0,centrality,HIGH
N46,1766655383.785244,1.255,0.0,centrality,HIGH
N2,1766655438.1341498,11.626,0.0,centrality,HIGH
N41,1766655438.1348789,21.642,0.0,centrality,HIGH
N35,1766655438.1366148,15.532,0.0,centrality,HIGH
N45,1766655438.137771,12.357,0.0,centrality,HIGH
N48,1766655438.138561,8.583,0.0,centrality,HIGH
N15,1766655438.139414,6.056,0.0,centrality,HIGH
N33,1766655438.141333,9.507,0.0,centrality,HIGH
N10,1766655438.144324,1.56,0.0,centrality,HIGH
N18,1766655438.146089,1.579,0.0,centrality,HIGH
N38,1766655438.148951,1.783,0.0,centrality,HIGH
N26,1766655438.150656,1.825,0.0,centrality,HIGH
N12,1766655438.152305,4.84,0.0,centrality,HIGH
N23,1766655438.1541162,1.671,0.0,centrality,HIGH
N31,1766655438.1562428,2.655,0.0,centrality,HIGH
N1,1766655438.165476,8.684,0.0,centrality,HIGH
N43,1766655438.167611,9.104,0.0,centrality,HIGH
N32,1766655438.1681228,6.09,0.0,centrality,HIGH
N29,1766655438.1686049,11.9,0.0,centrality,HIGH
N20,1766655438.169008,4.766,0.0,centrality,HIGH
N39,1766655438.1693912,2.97,0.0,centrality,HIGH
N21,1766655438.169719,3.926,0.0,centrality,HIGH
N42,1766655438.171075,4.722,0.0,centrality,HIGH
N30,1766655438.171606,3.926,0.0,centrality,HIGH
N9,1766655438.172757,0.868,0.0,centrality,HIGH
N46,1766655438.1730711,1.123,0.0,centrality,HIGH
